account_id,account_type,holder_name,bank,branch_city,latitude,longitude,kyc_completeness,account_age_days,opened_on,prior_fraud_flag
ACC-F3BE1B6D2F,legit,Vivaan Walla,Axis,Ahmedabad,22.99027,72.47379,0.85,1238,2023-04-11,False
ACC-8F67E176FD,legit,Dayamai Singh,Canara,Mumbai,18.98606,72.81715,0.93,1232,2023-04-17,False
ACC-4AE564720E,legit,Jhalak Sastry,Canara,Lucknow,26.77959,80.87771,0.88,2565,2019-08-23,False
ACC-FE70458486,legit,Baghyawati Raja,BoB,Hyderabad,17.37361,78.38818,0.8,32,2026-07-30,False
ACC-578F5CF5AA,legit,Neel Iyengar,Kotak,Kolkata,22.54014,88.46179,0.83,1808,2021-09-18,False
ACC-174B868AF3,legit,Zashil Ben,Axis,Bhopal,23.35706,77.54077,0.8,562,2025-02-15,False
ACC-7D79DF515F,legit,Kamya Chauhan,Kotak,Chennai,13.00185,80.22048,0.79,1636,2022-03-09,False
ACC-379E774384,legit,Bhavani Chacko,PNB,Chennai,13.11862,80.39712,0.8,3207,2017-11-19,False
ACC-B4EF26F30C,legit,Anjali Sengupta,Union Bank,Jaipur,26.99794,75.75836,0.76,471,2025-05-17,False
ACC-98518C4C77,legit,Rajeshri Chand,Canara,Guwahati,26.05799,91.80853,0.98,115,2026-05-08,False
ACC-D4EEC9C86D,legit,Shravya Palla,HDFC,Hyderabad,17.36837,78.4303,0.95,2842,2018-11-19,False
ACC-49CA71AD82,legit,Oeshi Bera,Axis,Jalandhar,31.40574,75.62295,0.77,575,2025-02-02,False
ACC-C8E71B7947,legit,Yadavi Prakash,HDFC,Ahmedabad,22.92903,72.55062,0.83,1549,2022-06-04,False
ACC-F48B1C477F,legit,Libni Bumb,BoB,Kolkata,22.56699,88.33709,0.86,2080,2020-12-20,False
ACC-8CA8143342,legit,Udarsh Bala,IndusInd,Jalandhar,31.4526,75.6307,0.88,3332,2017-07-17,False
ACC-7B9514B58D,legit,Hardik Nayak,Kotak,Nagpur,21.03363,79.16089,0.75,2698,2019-04-12,False
ACC-31D8A89722,legit,Laksh Barad,BoB,Kolkata,22.44944,88.4946,0.99,2779,2019-01-21,False
ACC-5D3857F4E3,legit,Urmi Dewan,HDFC,Lucknow,26.97257,80.9274,0.78,48,2026-07-14,False
ACC-DDAFB58A0C,legit,Saumya Ahluwalia,Union Bank,Guwahati,26.21122,91.75187,0.77,2821,2018-12-10,False
ACC-A1213A3BAA,legit,Anirudh Kunda,IndusInd,Lucknow,26.81728,81.01981,0.75,2415,2020-01-20,False
ACC-F4704FE65D,legit,Mason Wable,HDFC,Delhi,28.60924,77.15371,0.95,356,2025-09-09,False
ACC-B8F764D783,legit,Indrajit Mani,PNB,Chennai,12.98586,80.21986,0.86,1870,2021-07-18,False
ACC-CB2D6018FF,legit,Charvi Dara,Canara,Lucknow,26.84026,80.92949,0.8,2858,2018-11-03,False
ACC-B727761BBE,legit,William Saini,Kotak,Jaipur,26.78934,75.84427,0.89,97,2026-05-26,False
ACC-BC8E32E08B,legit,Dev Choudhry,PNB,Ahmedabad,23.10359,72.6876,0.85,3038,2018-05-07,False
ACC-6F46916E7E,legit,Amol Varma,PNB,Guwahati,26.05264,91.75238,0.94,1897,2021-06-21,False
ACC-29CB0EC2FB,legit,Maanas Manne,BoB,Ahmedabad,22.93722,72.60937,0.71,1775,2021-10-21,False
ACC-F480D3981E,legit,Aarav Pandit,BoB,Kolkata,22.67614,88.35027,0.7,1764,2021-11-01,False
ACC-542A9CBD37,legit,Omaja Grover,HDFC,Hyderabad,17.30548,78.5549,0.87,3317,2017-08-01,False
ACC-6A2B38523A,legit,Jalsa Bir,PNB,Jalandhar,31.42653,75.49159,0.84,1340,2022-12-30,False
ACC-867E2E7256,legit,Madhavi Singhal,Kotak,Jaipur,26.95854,75.78446,0.88,2622,2019-06-27,False
ACC-640FAAC1A6,legit,Lila Prakash,Canara,Kolkata,22.54356,88.25964,0.89,1446,2022-09-15,False
ACC-8E42257DFC,legit,Amol Parikh,Union Bank,Bhopal,23.30682,77.49385,0.73,2521,2019-10-06,False
ACC-6F305E7DE2,legit,Hemani Khosla,ICICI,Bengaluru,12.92111,77.52394,0.81,484,2025-05-04,False
ACC-42561BAF46,legit,Gaurangi Deol,Union Bank,Bengaluru,12.97453,77.5725,0.82,569,2025-02-08,False
ACC-E459DE3C78,legit,Indira Nigam,ICICI,Bengaluru,12.968,77.6047,0.87,2647,2019-06-02,False
ACC-8E21016DF3,legit,Ucchal Srinivas,Canara,Ranchi,23.28703,85.22503,0.89,3453,2017-03-18,False
ACC-0B9FA22C53,legit,Krishna Bhatnagar,PNB,Bhopal,23.2218,77.28005,0.94,564,2025-02-13,False
ACC-C0FEDCAB89,legit,Balhaar Memon,Canara,Guwahati,26.14597,91.73484,0.82,2809,2018-12-22,False
ACC-3EDAF055AB,legit,Caleb Iyengar,SBI,Bhopal,23.24472,77.32267,0.94,2320,2020-04-24,False
ACC-B61E536FF6,legit,Diya Mukherjee,Axis,Hyderabad,17.32881,78.42585,0.75,2207,2020-08-15,False
ACC-701A2F2D0F,legit,Urvashi Kulkarni,IndusInd,Ranchi,23.36184,85.38326,0.85,2033,2021-02-05,False
ACC-C2B46B24FC,legit,Rayaan Mangal,Kotak,Kolkata,22.46833,88.43825,0.86,3377,2017-06-02,False
ACC-E6B86E6FA6,legit,Champak Narula,PNB,Jalandhar,31.20211,75.63538,1.0,2242,2020-07-11,False
ACC-AC74C712B4,legit,Jeet Pillai,Axis,Mumbai,19.13978,72.91923,0.96,1018,2023-11-17,False
ACC-6C36439464,legit,Mugdha Sarraf,HDFC,Delhi,28.60031,77.16807,0.83,3350,2017-06-29,False
ACC-815F9190D9,legit,Harinakshi Grover,Union Bank,Mumbai,19.1505,72.8066,0.91,3325,2017-07-24,False
ACC-FEFD474107,legit,Widisha Pillai,Union Bank,Bhopal,23.31686,77.44848,0.74,684,2024-10-16,False
ACC-D5B4E47CC4,legit,Fitan Samra,Kotak,Hyderabad,17.46974,78.56925,0.86,2340,2020-04-04,False
ACC-24F522F2BC,legit,Qushi Gole,Axis,Kolkata,22.58308,88.31624,0.79,2888,2018-10-04,False
ACC-3C93F1616E,legit,Ekani Chauhan,HDFC,Jaipur,27.03467,75.7912,0.74,2787,2019-01-13,False
ACC-F096D4C6E9,legit,Falak Merchant,ICICI,Jalandhar,31.40321,75.68938,0.91,1140,2023-07-18,False
ACC-061AE2D0D5,legit,Sanaya Sandhu,PNB,Bengaluru,12.90395,77.65173,0.93,3398,2017-05-12,False
ACC-71B3F3476E,legit,Sachi Panchal,Axis,Ahmedabad,22.9935,72.47469,0.89,2595,2019-07-24,False
ACC-62FE6D513D,legit,Brijesh Pandit,HDFC,Patna,25.58112,85.17372,0.82,3609,2016-10-13,False
ACC-F93CCD06E3,legit,Anvi Bhandari,Canara,Chennai,13.02276,80.38863,0.99,1516,2022-07-07,False
ACC-E6B5060B5D,legit,Nidra Patla,HDFC,Lucknow,26.86885,81.0459,0.92,3474,2017-02-25,False
ACC-3BB48B1CF1,legit,Azaan Dhar,HDFC,Ranchi,23.38054,85.36292,0.94,3487,2017-02-12,False
ACC-7893364839,legit,Bakhshi Date,Canara,Patna,25.51784,85.11858,0.78,872,2024-04-11,False
ACC-C56EE285EE,legit,Warinder Peri,Union Bank,Bhopal,23.20141,77.42539,0.96,539,2025-03-10,False
ACC-DD20BC5842,legit,Leela Bali,SBI,Jalandhar,31.28377,75.62554,0.73,203,2026-02-09,False
ACC-246DDFB129,legit,Shivani Prabhakar,ICICI,Jalandhar,31.417,75.44547,0.83,3517,2017-01-13,False
ACC-26A18336EE,legit,Sachi Bose,ICICI,Delhi,28.74683,77.18949,0.96,2825,2018-12-06,False
ACC-62AE8DB4D8,legit,Jeevika Rao,HDFC,Jaipur,26.82023,75.90425,0.9,1127,2023-07-31,False
ACC-1FBBC00607,legit,Arya Krish,ICICI,Jaipur,26.79954,75.83176,0.72,2662,2019-05-18,False
ACC-527DD88844,legit,Atharv Grewal,BoB,Ahmedabad,22.96993,72.6253,0.9,964,2024-01-10,False
ACC-A830244D0A,legit,Zarna Ram,ICICI,Chennai,12.97329,80.19325,0.88,324,2025-10-11,False
ACC-2FEA127818,legit,Adweta Lad,Kotak,Guwahati,26.19314,91.60357,0.95,2854,2018-11-07,False
ACC-4A829B5104,legit,Tanish Mangal,PNB,Bhopal,23.2389,77.31319,0.81,295,2025-11-09,False
ACC-08756AA444,legit,Ryan Das,Axis,Chennai,13.16539,80.16346,0.74,1510,2022-07-13,False
ACC-D82840F1AF,legit,Ethan Seth,ICICI,Jalandhar,31.41069,75.67742,0.72,2632,2019-06-17,False
ACC-666B15ED36,legit,Sai Chahal,Kotak,Kolkata,22.43976,88.40445,0.92,1807,2021-09-19,False
ACC-22C8A8AA60,legit,Idika Bhattacharyya,Canara,Ahmedabad,23.0896,72.68488,0.96,2528,2019-09-29,False
ACC-B8FC9FB216,legit,Charita Dugar,Union Bank,Mumbai,19.18319,72.78041,0.92,509,2025-04-09,False
ACC-56BE8634FF,legit,Janaki Trivedi,PNB,Lucknow,26.9719,80.89607,0.78,577,2025-01-31,False
ACC-0B1CAB7B46,legit,Jairaj Iyer,Union Bank,Mumbai,19.00794,72.905,0.79,2958,2018-07-26,False
ACC-0E2386D597,legit,Warjas Tak,Axis,Chennai,12.95481,80.3645,0.76,3592,2016-10-30,False
ACC-AEA5766321,legit,Jalsa Pillay,SBI,Kolkata,22.57517,88.43088,0.94,1215,2023-05-04,False
ACC-F5003B4F47,legit,Kai Chadha,PNB,Jalandhar,31.44888,75.57482,0.85,466,2025-05-22,False
ACC-0949F0D18E,legit,Dayamai Rao,Kotak,Kolkata,22.45666,88.46896,0.98,54,2026-07-08,False
ACC-67DD07E5DE,legit,Nirja Rout,Kotak,Bengaluru,12.94102,77.68621,0.86,1728,2021-12-07,False
ACC-4CA38AEDEE,legit,Jeremiah Nadig,HDFC,Bengaluru,13.04261,77.71743,0.71,3160,2018-01-05,False
ACC-16B5023BFB,legit,Shivani Shukla,BoB,Mumbai,18.94459,72.80087,0.85,252,2025-12-22,False
ACC-5E6280B7EB,legit,Kabir Gopal,BoB,Ahmedabad,23.07997,72.64359,0.72,1739,2021-11-26,False
ACC-8572892C25,legit,Rachita Thakkar,Axis,Guwahati,26.15468,91.64233,0.72,347,2025-09-18,False
ACC-639FF4E37D,legit,Jeet Vasa,Kotak,Nagpur,21.06558,79.17146,0.82,2202,2020-08-20,False
ACC-DE0D74A0CF,legit,Daksha Gala,HDFC,Ahmedabad,23.09364,72.6119,0.79,2639,2019-06-10,False
ACC-5667CE7568,legit,Ekantika Kar,PNB,Patna,25.65625,85.23124,0.73,242,2026-01-01,False
ACC-C77EB75317,legit,Zilmil Mander,Axis,Patna,25.49031,85.16795,0.9,230,2026-01-13,False
ACC-7F0DBD2FAA,legit,Zashil Hegde,ICICI,Ahmedabad,23.08754,72.46855,0.91,2904,2018-09-18,False
ACC-E905AF5F05,legit,Jeremiah Mitter,Axis,Bengaluru,12.97063,77.55317,0.75,2123,2020-11-07,False
ACC-EAE932E25B,legit,Yadavi Ganguly,HDFC,Bengaluru,13.03911,77.69554,0.93,3007,2018-06-07,False
ACC-FDB5A12E90,legit,Onveer Nazareth,HDFC,Delhi,28.56931,77.1899,0.78,2150,2020-10-11,False
ACC-54B9E3F978,legit,Ayush Bumb,Kotak,Kolkata,22.60707,88.36286,0.72,2097,2020-12-03,False
ACC-FE85C6E186,legit,Alka Kade,HDFC,Bhopal,23.27798,77.37684,0.97,1049,2023-10-17,False
ACC-3E4E52E0F7,legit,Azaan Tank,SBI,Ahmedabad,23.08271,72.498,0.71,2089,2020-12-11,False
ACC-528E2FBFFC,legit,Chasmum Subramanian,BoB,Bhopal,23.12809,77.28989,0.98,1495,2022-07-28,False
ACC-4086ADBCC7,legit,Nidra Mishra,BoB,Bengaluru,13.08813,77.69122,0.77,2269,2020-06-14,False
ACC-441A624A48,legit,Elijah Bhasin,HDFC,Hyderabad,17.36237,78.54624,0.87,1116,2023-08-11,False
ACC-90A8AB35BD,legit,Ria Sagar,PNB,Mumbai,19.07655,72.98633,0.94,739,2024-08-22,False
ACC-54D1D15CE3,legit,Ucchal Jani,Axis,Delhi,28.73662,77.09249,0.93,1910,2021-06-08,False
ACC-2F6B718C23,legit,Maanas Munshi,Kotak,Jaipur,26.86572,75.80165,0.76,37,2026-07-25,False
ACC-1BDE0C98DE,legit,Hemani Rastogi,Canara,Kolkata,22.64949,88.42865,0.81,998,2023-12-07,False
ACC-420560F7DA,legit,Kamala Varma,IndusInd,Ranchi,23.47864,85.38416,0.93,3005,2018-06-09,False
ACC-FB8B45AA08,legit,Eiravati Khurana,PNB,Hyderabad,17.29056,78.60356,0.86,102,2026-05-21,False
ACC-A2C339E9C0,legit,Jason Loke,SBI,Ahmedabad,23.11428,72.67335,0.93,1377,2022-11-23,False
ACC-12474E0D6B,legit,Yug Dhaliwal,PNB,Patna,25.68843,85.19901,0.86,430,2025-06-27,False
ACC-EB83C67414,legit,Chandresh Mannan,Axis,Hyderabad,17.36333,78.61134,0.73,588,2025-01-20,False
ACC-EB16F1E385,legit,Omya Kothari,Kotak,Nagpur,21.07323,79.18158,0.84,1696,2022-01-08,False
ACC-D082666A95,legit,Falak Munshi,BoB,Chennai,12.97051,80.1614,0.72,551,2025-02-26,False
ACC-4D54803324,legit,Nathaniel Tara,PNB,Kolkata,22.4543,88.4078,0.79,540,2025-03-09,False
ACC-B0438D56AA,legit,Wishi Morar,Kotak,Bhopal,23.2099,77.4939,0.8,2875,2018-10-17,False
ACC-F92965B93C,legit,Arin Chana,Union Bank,Jaipur,26.8404,75.90718,0.73,562,2025-02-15,False
ACC-69261F9DE4,legit,Yashasvi Shankar,HDFC,Mumbai,18.98529,72.86853,0.86,1670,2022-02-03,False
ACC-7CDA84AC00,legit,Tanveer Pandit,HDFC,Jalandhar,31.24698,75.52439,0.73,1090,2023-09-06,False
ACC-C22170FA88,legit,Chandresh Manda,Union Bank,Jalandhar,31.37629,75.66441,0.71,2859,2018-11-02,False
ACC-31878FEFFC,legit,Upma Mangal,PNB,Bhopal,23.35627,77.31755,0.99,2917,2018-09-05,False
ACC-831C4BCD37,legit,Hritik Sankar,ICICI,Patna,25.59774,85.18549,0.71,1070,2023-09-26,False
ACC-44A90443FC,legit,Aishani Pau,PNB,Patna,25.68994,85.15272,0.73,2258,2020-06-25,False
ACC-76445D988C,legit,Jasmit Bath,SBI,Mumbai,19.15813,72.78035,0.95,53,2026-07-09,False
ACC-180C85B69F,legit,Charan Hayer,HDFC,Hyderabad,17.28519,78.57418,0.87,1529,2022-06-24,False
ACC-997180843F,legit,Bhavya Borah,PNB,Jaipur,27.02522,75.67243,0.97,269,2025-12-05,False
ACC-31C7C84AB6,legit,Yamini Seshadri,Kotak,Ranchi,23.42769,85.19932,0.74,3475,2017-02-24,False
ACC-2494521276,legit,Jagat Dave,BoB,Ranchi,23.22265,85.42423,0.85,1779,2021-10-17,False
ACC-BF9CB7E353,legit,Meera Prakash,ICICI,Patna,25.64362,85.04917,0.78,884,2024-03-30,False
ACC-4536A10727,legit,Jasmit Dhawan,Union Bank,Ranchi,23.44773,85.18383,0.77,2541,2019-09-16,False
ACC-78A16E7E25,legit,Yashodhara Ratti,SBI,Jaipur,26.9121,75.89075,0.73,1967,2021-04-12,False
ACC-72C44271E7,legit,Chakradev Barad,IndusInd,Patna,25.49606,85.05637,0.77,3628,2016-09-24,False
ACC-DFFB3F40EF,legit,Gauri Som,Kotak,Jalandhar,31.3378,75.44634,0.84,1571,2022-05-13,False
ACC-6E4E1E9D4F,legit,Manthan Varma,Kotak,Jalandhar,31.32186,75.68773,0.82,2062,2021-01-07,False
ACC-AD57584C63,legit,Falak Nagar,Axis,Bengaluru,12.84351,77.62085,0.72,125,2026-04-28,False
ACC-D8121DF259,legit,Maya Mistry,ICICI,Ranchi,23.35205,85.38172,0.73,958,2024-01-16,False
ACC-FE101774C0,legit,Yashica Upadhyay,SBI,Ahmedabad,22.95254,72.58051,0.93,3245,2017-10-12,False
ACC-21AD94C61E,legit,Chandani Soman,Kotak,Hyderabad,17.40546,78.61715,0.98,1595,2022-04-19,False
ACC-A930381713,legit,Jyoti Narula,Kotak,Bhopal,23.17171,77.3414,0.97,1307,2023-02-01,False
ACC-070D19C553,legit,Omaja Morar,Union Bank,Delhi,28.66889,77.16891,0.74,2330,2020-04-14,False
ACC-0E693A23A9,legit,Urvi Lanka,IndusInd,Hyderabad,17.476,78.57059,0.79,2021,2021-02-17,False
ACC-C8239DDCE2,legit,Charan Srinivasan,PNB,Ranchi,23.21923,85.18965,0.71,2469,2019-11-27,False
ACC-6CE41F6087,legit,Lajita Divan,ICICI,Ranchi,23.20915,85.42254,0.8,830,2024-05-23,False
ACC-14B161A190,legit,Azad Choudhary,SBI,Bengaluru,13.08478,77.68765,0.71,1330,2023-01-09,False
ACC-FE482F5C86,legit,Anirudh Sastry,IndusInd,Kolkata,22.62792,88.26705,0.96,459,2025-05-29,False
ACC-47A6DECA4B,legit,Omya Doshi,Union Bank,Mumbai,19.04184,72.99714,0.73,1625,2022-03-20,False
ACC-DE5B619833,legit,Samar Roy,BoB,Jaipur,26.86445,75.91591,0.94,3004,2018-06-10,False
ACC-A7F8107923,legit,David Devi,Union Bank,Ranchi,23.38442,85.22155,0.94,2306,2020-05-08,False
ACC-0CF66CA1E7,legit,Ekta Sridhar,Axis,Hyderabad,17.42974,78.57169,0.92,1554,2022-05-30,False
ACC-02F5E7CB8F,legit,Dipta Ghose,Union Bank,Jaipur,26.81168,75.84915,0.82,2880,2018-10-12,False
ACC-E1564FA410,legit,Hema Pandya,Kotak,Jalandhar,31.45173,75.44982,0.98,2472,2019-11-24,False
ACC-C5D2B7C89F,legit,Veda Handa,ICICI,Kolkata,22.49717,88.38162,0.8,2037,2021-02-01,False
ACC-F18365684C,legit,Arya Misra,HDFC,Mumbai,19.00519,73.00807,0.95,692,2024-10-08,False
ACC-95313103B8,legit,Chameli Mani,SBI,Ahmedabad,23.0601,72.6759,0.78,1834,2021-08-23,False
ACC-D6689B88F1,legit,Vrinda Nadig,HDFC,Hyderabad,17.43721,78.44629,0.92,3228,2017-10-29,False
ACC-A7035C201C,legit,Ikshita Mahal,BoB,Delhi,28.58307,77.27186,0.85,686,2024-10-14,False
ACC-BF751C37BF,legit,Jairaj Raghavan,Canara,Patna,25.55389,85.10391,0.94,3399,2017-05-11,False
ACC-4C3B5F7DD0,legit,Hemani Dhingra,Canara,Kolkata,22.6134,88.41448,0.72,671,2024-10-29,False
ACC-86858D0E29,legit,Brijesh Mani,HDFC,Bhopal,23.1338,77.28289,0.72,1074,2023-09-22,False
ACC-4FD85A4C52,legit,Hiral Sathe,IndusInd,Bengaluru,13.07645,77.50295,0.98,312,2025-10-23,False
ACC-0013C45F4C,legit,Varenya Kala,SBI,Mumbai,19.0322,73.00886,0.83,1982,2021-03-28,False
ACC-9689E95CF5,legit,Anika Magar,SBI,Ahmedabad,22.93196,72.67674,0.73,648,2024-11-21,False
ACC-C470247F3E,legit,Ikbal Khatri,IndusInd,Hyderabad,17.51322,78.46218,0.78,2274,2020-06-09,False
ACC-0BA8E5E1C6,legit,Chandresh Wali,Union Bank,Jaipur,26.85764,75.67809,0.86,1614,2022-03-31,False
ACC-D843FAA512,legit,Viraj Ben,HDFC,Ranchi,23.25048,85.27199,0.79,1756,2021-11-09,False
ACC-F2C2B527B9,legit,Odika Narayanan,SBI,Ahmedabad,23.05631,72.56608,0.76,402,2025-07-25,False
ACC-16277DA3F8,legit,Harish Devan,HDFC,Ahmedabad,22.96623,72.45841,0.79,3461,2017-03-10,False
ACC-99EC609564,legit,Nakul Ray,HDFC,Patna,25.58625,85.24432,0.89,1090,2023-09-06,False
ACC-A86A8F2CEF,legit,Vansha Iyengar,ICICI,Patna,25.50893,85.24179,0.83,1518,2022-07-05,False
ACC-B982011985,legit,Ekani Mangal,Axis,Jaipur,26.89611,75.72335,0.87,3433,2017-04-07,False
ACC-8F9C68EB8C,legit,Gaurav Kata,Kotak,Bengaluru,13.03977,77.63986,0.94,356,2025-09-09,False
ACC-A7BEAC881D,legit,Parth Sahni,SBI,Patna,25.72132,85.16185,0.95,2272,2020-06-11,False
ACC-A934D822B8,legit,Balhaar Ranganathan,Canara,Bhopal,23.266,77.53845,0.87,2819,2018-12-12,False
ACC-43C7F95B7C,legit,Quincy Mann,SBI,Hyderabad,17.37858,78.3729,0.85,3502,2017-01-28,False
ACC-ABF55A14B6,legit,Aditya Misra,ICICI,Nagpur,21.15035,79.10752,0.74,2545,2019-09-12,False
ACC-11B514782C,legit,Gautami Mane,PNB,Jalandhar,31.31223,75.69757,0.94,689,2024-10-11,False
ACC-E6C3585964,legit,Wakeeta Desai,BoB,Bengaluru,12.848,77.48065,0.76,2803,2018-12-28,False
ACC-012C518606,legit,Anjali Hans,Kotak,Bhopal,23.29429,77.5029,0.97,1061,2023-10-05,False
ACC-5EBDC3EF6B,legit,Ganga Gaba,BoB,Nagpur,21.22887,78.97659,0.87,2283,2020-05-31,False
ACC-E8ED755DF3,legit,Aarini Grewal,SBI,Bhopal,23.19941,77.40129,0.94,3582,2016-11-09,False
ACC-C154C76851,legit,Geetika Merchant,BoB,Kolkata,22.59627,88.44003,0.74,465,2025-05-23,False
ACC-C1685C01FB,legit,Parth Ravi,HDFC,Kolkata,22.59637,88.43373,0.87,415,2025-07-12,False
ACC-FD43157213,legit,Yutika Narang,Kotak,Mumbai,19.15323,72.97702,0.96,3610,2016-10-12,False
ACC-800B8EADF0,legit,Nandini Chandran,Canara,Jaipur,26.88079,75.7834,0.71,2499,2019-10-28,False
ACC-AA9C661D0F,legit,Logan Sood,BoB,Jaipur,26.88618,75.81926,0.71,2793,2019-01-07,False
ACC-A25BD37547,legit,Yuvraj Ahuja,Canara,Nagpur,21.24822,79.13969,0.98,206,2026-02-06,False
ACC-FC78CBF289,legit,Leela Keer,Axis,Nagpur,21.11132,79.04438,0.79,3255,2017-10-02,False
ACC-89C7971B17,legit,Amara Narayan,PNB,Bhopal,23.25763,77.46562,0.74,407,2025-07-20,False
ACC-CB714FE2D9,legit,Advay Lal,BoB,Chennai,13.06732,80.35876,0.88,1108,2023-08-19,False
ACC-5DF531FCA6,legit,Warinder Bhatia,BoB,Mumbai,18.99166,72.7997,0.92,3379,2017-05-31,False
ACC-DB74204A77,legit,Udyati Mohanty,IndusInd,Jalandhar,31.33046,75.54212,0.94,235,2026-01-08,False
ACC-3084D7D388,legit,Nidra Thakkar,IndusInd,Mumbai,19.02495,72.87954,0.96,560,2025-02-17,False
ACC-4283D26207,legit,Jacob Merchant,SBI,Delhi,28.52572,77.3104,0.77,827,2024-05-26,False
ACC-0FF32FDF91,legit,Timothy Kanda,Axis,Ranchi,23.22263,85.27186,0.81,820,2024-06-02,False
ACC-7B282E32C1,legit,Vanya Dua,SBI,Ranchi,23.34549,85.3462,0.77,512,2025-04-06,False
ACC-AAC5FB04B0,legit,Kashvi Sagar,Canara,Ranchi,23.36952,85.22246,0.88,3570,2016-11-21,False
ACC-5B08E29A74,legit,Tejas Kota,HDFC,Lucknow,26.80461,81.03746,0.79,1064,2023-10-02,False
ACC-47795EDE90,legit,Sanya Wable,PNB,Patna,25.47238,85.23323,0.96,3199,2017-11-27,False
ACC-063B0DF9B6,legit,Faras Choudhury,BoB,Ahmedabad,22.94821,72.49214,0.85,2673,2019-05-07,False
ACC-48A80C4541,legit,Yashasvi Jain,Canara,Bhopal,23.33566,77.48492,0.97,41,2026-07-21,False
ACC-B032E7B84B,legit,Nitesh Narang,Axis,Ahmedabad,22.93418,72.65271,0.88,921,2024-02-22,False
ACC-29FC810E66,legit,Jackson Jha,BoB,Jaipur,26.9699,75.84389,0.97,1132,2023-07-26,False
ACC-9FCC7D1426,legit,Gavin Uppal,Axis,Bhopal,23.21901,77.34557,0.9,1916,2021-06-02,False
ACC-0BBFA7333B,legit,Christopher Setty,IndusInd,Bhopal,23.29331,77.43543,1.0,35,2026-07-27,False
ACC-C7F14C5086,legit,Yochana Sagar,Union Bank,Bhopal,23.35162,77.42921,0.78,2437,2019-12-29,False
ACC-BDB1ACBE88,legit,Dalbir Shere,Kotak,Ahmedabad,22.91658,72.45352,0.96,1137,2023-07-21,False
ACC-DB242399C2,legit,Anthony Randhawa,Axis,Jaipur,26.95459,75.90951,0.76,2673,2019-05-07,False
ACC-EAD04534D9,legit,Aarush Kamdar,Union Bank,Guwahati,26.21625,91.84422,0.82,3304,2017-08-14,False
ACC-9775561CCA,legit,Chakradev Sampath,Canara,Lucknow,26.89555,81.00601,1.0,2689,2019-04-21,False
ACC-4EC4D221E6,legit,Devansh Bhasin,SBI,Jaipur,27.02238,75.76152,0.87,3022,2018-05-23,False
ACC-19D7F4B97F,legit,Urmi Balay,PNB,Kolkata,22.65801,88.32151,0.91,2926,2018-08-27,False
ACC-0BA17EEC9F,legit,Nilima Gole,Kotak,Ahmedabad,23.0995,72.68127,0.85,2756,2019-02-13,False
ACC-A080E0B4CA,legit,Osha Prasad,ICICI,Bhopal,23.17071,77.4552,0.79,2291,2020-05-23,False
ACC-216468EA2A,legit,Saumya Purohit,IndusInd,Ranchi,23.24354,85.24437,0.93,3315,2017-08-03,False
ACC-E29496DB40,legit,Faris Zacharia,HDFC,Bengaluru,13.09239,77.7026,0.77,2685,2019-04-25,False
ACC-65DDB8C5FD,legit,Ijaya Dani,Kotak,Hyderabad,17.451,78.43456,0.81,3233,2017-10-24,False
ACC-1DEA054489,legit,Maya Wadhwa,SBI,Kolkata,22.51694,88.45882,0.96,1932,2021-05-17,False
ACC-B530B7482A,legit,Udant Aggarwal,PNB,Kolkata,22.59431,88.39651,0.85,1939,2021-05-10,False
ACC-F596F82B97,legit,Chanchal Sheth,SBI,Bhopal,23.30874,77.42066,0.96,1697,2022-01-07,False
ACC-AC37282B6E,legit,Ladli Karpe,Union Bank,Bengaluru,12.87359,77.5136,0.97,1681,2022-01-23,False
ACC-DCADBBE396,legit,Triveni Pal,HDFC,Ranchi,23.24767,85.40754,0.85,743,2024-08-18,False
ACC-BD293A9B4B,legit,Anya Gulati,SBI,Ahmedabad,23.15402,72.52097,0.84,242,2026-01-01,False
ACC-FB4F337A9C,legit,Azad Saini,ICICI,Hyderabad,17.45559,78.39713,0.85,3136,2018-01-29,False
ACC-C00F471205,legit,Wridesh Jhaveri,BoB,Jalandhar,31.40161,75.47604,0.82,1781,2021-10-15,False
ACC-6F4436A295,legit,Harrison Bandi,Kotak,Ranchi,23.31256,85.18466,0.99,821,2024-06-01,False
ACC-3BC75DF505,legit,Chanakya Konda,SBI,Nagpur,21.09775,79.17826,0.9,785,2024-07-07,False
ACC-0833635625,legit,Neelima Sarna,Kotak,Ahmedabad,23.08564,72.49742,0.79,3597,2016-10-25,False
ACC-5AFE95B7F4,legit,Teerth Bhalla,HDFC,Mumbai,19.04453,72.90167,0.95,689,2024-10-11,False
ACC-7BC373E0D3,legit,Yahvi Mann,Union Bank,Jaipur,27.03361,75.77539,0.86,2136,2020-10-25,False
ACC-C46FDCD89C,legit,Eiravati Nagi,Canara,Patna,25.69896,85.27151,0.81,1408,2022-10-23,False
ACC-6E8E5F6E2C,legit,Chasmum Dhar,BoB,Hyderabad,17.29443,78.59667,0.71,3330,2017-07-19,False
ACC-7794BFD170,legit,Odika Mital,SBI,Hyderabad,17.4464,78.38703,0.88,3011,2018-06-03,False
ACC-89971B1940,legit,Darsh Gill,SBI,Bengaluru,12.86975,77.65166,0.81,3249,2017-10-08,False
ACC-91579CCF81,legit,Warhi Batta,Union Bank,Ahmedabad,22.9565,72.58079,1.0,204,2026-02-08,False
